name,genre,rating,country,company,isMajor,released,year,runtime,isLong,isShort,score,votes,star,director,budget,gross,budgetReturn
The Air Up There,Comedy,PG,USA,Hollywood Pictures,0,1/7/94,1994,107,0,0,5.5,7663,Kevin Bacon,Paul Michael Glaser,17080000,21011500,1.230181499
Rapa Nui,Action,R,USA,Majestic Films International,0,9/9/94,1994,107,0,0,6.4,4075,Jason Scott Lee,Kevin Reynolds,20000000,305070,0.0152535
Trapped in Paradise,Adventure,PG-13,USA,Permut Presentations,0,12/2/94,1994,111,0,0,5.9,10599,Nicolas Cage,George Gallo,0,5777916,inf
Little Odessa,Crime,R,USA,Fine Line Features,0,5/19/95,1994,98,0,0,6.8,6076,Tim Roth,James Gray,2300000,1095885,0.476471739
The Favor,Comedy,R,USA,Nelson Entertainment,0,4/29/94,1994,97,0,0,5.3,2201,Harley Jane Kozak,Donald Petrie,13000000,3134081,0.241083154
S.F.W.,Comedy,R,USA,Polygram Filmed Entertainment,0,1/20/95,1994,96,0,0,5.9,4242,Stephen Dorff,Jefery Levy,0,63649,inf
Speechless,Comedy,PG-13,USA,Forge,0,12/16/94,1994,99,0,0,5.7,4298,Michael Keaton,Ron Underwood,0,20664501,inf
Cobb,Biography,R,USA,Alcor Films,0,12/2/94,1994,128,1,0,6.5,6227,Tommy Lee Jones,Ron Shelton,0,1007583,inf
It Runs in the Family,Comedy,PG,USA,Metro-Goldwyn-Mayer (MGM),0,9/23/94,1994,85,0,0,5.7,1234,Charles Grodin,Bob Clark,15000000,70936,0.004729067
Lassie,Family,PG,USA,Broadway Pictures,0,7/22/94,1994,94,0,0,5.9,4198,Helen Slater,Daniel Petrie,0,9979683,inf
Farinelli,Biography,R,France,Stéphan Films,0,3/17/95,1994,111,0,0,6.9,5412,Stefano Dionisi,Gérard Corbiau,0,2122948,inf
A Simple Twist of Fate,Drama,PG-13,USA,Touchstone Pictures,0,9/2/94,1994,106,0,0,6.3,4420,Steve Martin,Gillies MacKinnon,0,3428774,inf
Amateur,Comedy,R,USA,American Playhouse,0,5/19/95,1994,105,0,0,7,4804,Isabelle Huppert,Hal Hartley,2300000,856422,0.372357391
Silent Fall,Drama,R,USA,Kouf/Bigelow Productions,0,10/28/94,1994,100,0,0,5.9,3114,Richard Dreyfuss,Bruce Beresford,30000000,3180674,0.106022467
The Glass Shield,Crime,PG-13,France,CiBy 2000,0,6/2/95,1994,109,0,0,6.6,2960,Michael Boatman,Charles Burnett,0,3313633,inf
Barcelona,Comedy,PG-13,USA,Barcelona Films,0,7/29/94,1994,101,0,0,7,4843,Taylor Nichols,Whit Stillman,3200000,7266973,2.270929063
There Goes My Baby,Comedy,R,USA,Nelson Entertainment,0,9/2/94,1994,99,0,0,6.4,902,Dermot Mulroney,Floyd Mutrux,10500000,123509,0.011762762
White Fang 2: Myth of the White Wolf,Adventure,PG,USA,Walt Disney Pictures,1,4/15/94,1994,100,0,0,5.4,1764,Scott Bairstow,Ken Olin,0,8878839,inf
Oleanna,Drama,NOT RATED,UK,Bay Kinescope,0,11/4/94,1994,89,0,0,6.7,2499,William H. Macy,David Mamet,0,124693,inf
Jimmy Hollywood,Crime,R,USA,Baltimore Pictures,0,3/30/94,1994,112,0,0,5.3,2702,Joe Pesci,Barry Levinson,30000000,3692874,0.1230958
Princess Caraboo,Comedy,PG,UK,Ardican Films,0,9/16/94,1994,97,0,0,6,2187,Phoebe Cates,Michael Austin,0,3021629,inf
I'll Do Anything,Comedy,PG-13,USA,Columbia Pictures Corporation,1,2/4/94,1994,115,0,0,5.6,2180,Nick Nolte,James L. Brooks,44000000,10209111,0.23202525
Radioland Murders,Comedy,PG,USA,Universal Pictures,1,10/21/94,1994,108,0,0,6.2,2920,Brian Benben,Mel Smith,15000000,1299060,0.086604
Mosquito,Horror,R,USA,Acme Films Ltd.,0,11/21/94,1994,92,0,0,4.6,1715,Gunnar Hansen,Gary Jones,200000,986314,4.93157
The Sum of Us,Comedy,R,Australia,Australian Film Finance Corporation (AFFC),0,3/8/95,1994,100,0,0,7.4,4544,Jack Thompson,Geoff Burton,0,766464,inf
The Browning Version,Drama,R,UK,Percy Main,0,10/12/94,1994,97,0,0,7.3,2624,Albert Finney,Mike Figgis,0,464423,inf
Angie,Comedy,R,USA,Caravan Pictures,0,3/4/94,1994,107,0,0,5.4,1838,Geena Davis,Martha Coolidge,0,9398308,inf
Vanya on 42nd Street,Comedy,PG,USA,Channel Four Films,0,10/19/94,1994,119,0,0,7.5,3622,Wallace Shawn,Louis Malle,0,1746050,inf
Double Happiness,Drama,PG-13,Canada,British Columbia Film Commission,0,7/28/95,1994,87,0,0,7.2,961,Sandra Oh,Mina Shum,0,759393,inf
Go Fish,Drama,R,USA,Can I Watch,0,7/8/94,1994,83,0,0,5.6,1742,V.S. Brodie,Rose Troche,15000,2408311,160.5540667
"Car 54, Where Are You?",Comedy,PG-13,USA,Orion Pictures,0,1/28/94,1994,89,0,0,2.4,4018,David Johansen,Bill Fishman,10700000,1238080,0.115708411
River of Grass,Drama,NOT RATED,USA,Good Machine,0,10/13/95,1994,76,0,0,6.5,626,Lisa Bowman,Kelly Reichardt,0,8534,inf
Tom & Viv,Biography,PG-13,UK,British Screen Productions,0,12/2/94,1994,100,0,0,6.5,1357,Willem Dafoe,Brian Gilbert,0,538534,inf
Nadja,Drama,R,USA,Kino Link Company,0,9/1/95,1994,93,0,0,6,2586,Elina Löwensohn,Michael Almereyda,1000000,446934,0.446934
Wild Reeds,Drama,NOT RATED,France,Ima Films,0,5/10/95,1994,110,0,0,7.6,4397,Élodie Bouchez,André Téchiné,0,917915,inf
Ladybird Ladybird,Drama,R,UK,Channel Four Films,0,1995-01,1994,101,0,0,7.5,2568,Crissy Rock,Ken Loach,0,152457,inf
Squanto: A Warrior's Tale,Adventure,PG,USA,Walt Disney Pictures,1,10/28/94,1994,102,0,0,6.1,939,Adam Beach,Xavier Koller,19200000,3337685,0.17383776
Dance Me Outside,Comedy,R,Canada,Cineplex-Odeon Films,0,3/10/95,1994,84,0,0,7.3,957,Ryan Rajendra Black,Bruce McDonald,0,304852,inf
The Monster,Comedy,R,Italy,Canal Plus,0,4/19/96,1994,112,0,0,7.5,8177,Roberto Benigni,Roberto Benigni,0,642000,inf
Through the Olive Trees,Drama,G,Iran,Abbas Kiarostami Productions,0,1/25/95,1994,103,0,0,7.8,4232,Mohamad Ali Keshavarz,Abbas Kiarostami,0,40300,inf
"Little Indian, Big City",Adventure,PG,France,Canal+,0,12/14/94,1994,100,0,0,5.6,3362,Thierry Lhermitte,Hervé Palud,0,1000000,inf
Clean Slate,Comedy,PG-13,USA,Metro-Goldwyn-Mayer (MGM),0,5/6/94,1994,107,0,0,5.7,3264,Dana Carvey,Mick Jackson,18000000,7503192,0.416844
Holy Matrimony,Comedy,PG-13,USA,Aurora Productions LLC,0,4/8/94,1994,93,0,0,5.1,1113,Patricia Arquette,Leonard Nimoy,0,713234,inf
Maybe... Maybe Not,Comedy,R,Germany,Neue Constantin Film,0,7/12/96,1994,93,0,0,6.6,5089,Til Schweiger,Sönke Wortmann,0,366506,inf
A Good Man in Africa,Comedy,R,South Africa,Capitol Films,0,9/9/94,1994,94,0,0,5,2032,Colin Friels,Bruce Beresford,20000000,2308390,0.1154195
I Can't Sleep,Drama,UNRATED,France,Arena Films,0,5/18/94,1994,110,0,0,7,894,Yekaterina Golubeva,Claire Denis,0,111015,inf
La fille de d'Artagnan,Action,R,France,Canal+,0,8/24/94,1994,125,1,0,5.9,2764,Sophie Marceau,Bertrand Tavernier,0,311922,inf
Se7en,Crime,R,USA,Cecchi Gori Pictures,0,9/22/95,1995,127,1,0,8.6,1134655,Morgan Freeman,David Fincher,33000000,100125643,3.034110394
Jumanji,Action,PG,USA,TriStar Pictures,0,12/15/95,1995,104,0,0,6.9,232339,Robin Williams,Joe Johnston,50000000,100475249,2.00950498
Braveheart,Biography,R,USA,Icon Entertainment International,0,5/24/95,1995,178,1,0,8.4,807256,Mel Gibson,Mel Gibson,72000000,75600000,1.05
The Usual Suspects,Crime,R,USA,PolyGram Filmed Entertainment,0,9/15/95,1995,106,0,0,8.6,814470,Kevin Spacey,Bryan Singer,6000000,23341568,3.890261333
Heat,Action,R,USA,Warner Bros.,1,12/15/95,1995,170,1,0,8.2,470080,Al Pacino,Michael Mann,60000000,67436818,1.123946967
Clueless,Comedy,PG-13,USA,Paramount Pictures,1,7/19/95,1995,97,0,0,6.8,136975,Alicia Silverstone,Amy Heckerling,12000000,56631572,4.719297667
Pocahontas,Animation,G,USA,Walt Disney Pictures,1,6/23/95,1995,81,0,0,6.7,133708,Mel Gibson,Mike Gabriel,55000000,141600000,2.574545455
Twelve Monkeys,Mystery,R,USA,Universal Pictures,1,1/5/96,1995,129,1,0,8,500403,Bruce Willis,Terry Gilliam,29000001,57141459,1.97039507
Toy Story,Animation,G,USA,Pixar Animation Studios,0,11/22/95,1995,81,0,0,8.3,694113,Tom Hanks,John Lasseter,30000000,191796233,6.393207767
Batman Forever,Action,PG-13,USA,Warner Bros.,1,6/16/95,1995,121,1,0,5.4,203965,Val Kilmer,Joel Schumacher,100000000,184031112,1.84031112
GoldenEye,Action,PG-13,UK,Eon Productions,0,11/17/95,1995,130,1,0,7.2,209588,Pierce Brosnan,Martin Campbell,60000000,106600000,1.776666667
Casino,Crime,R,France,Universal Pictures,1,11/22/95,1995,178,1,0,8.2,367532,Robert De Niro,Martin Scorsese,52000000,42438300,0.816121154
Kids,Drama,UNRATED,USA,Guys Upstairs,0,9/1/95,1995,91,0,0,7,63097,Leo Fitzpatrick,Larry Clark,1500000,7417210,4.944806667
Showgirls,Drama,NC-17,France,Carolco Pictures,0,9/22/95,1995,128,1,0,4.7,53325,Elizabeth Berkley,Paul Verhoeven,45000000,20302961,0.451176911
Casper,Comedy,PG,USA,Universal Pictures,1,5/26/95,1995,100,0,0,6,94596,Bill Pullman,Brad Silberling,50000000,100328194,2.00656388
Ghost in the Shell,Animation,NOT RATED,Japan,Kôdansha,0,3/29/96,1995,83,0,0,8,101716,Atsuko Tanaka,Mamoru Oshii,0,515905,inf
Friday,Comedy,R,USA,New Line Cinema,0,4/26/95,1995,91,0,0,7.3,82224,Ice Cube,F. Gary Gray,3500000,27467564,7.847875429
Before Sunrise,Drama,R,USA,Castle Rock Entertainment,0,1/27/95,1995,101,0,0,8.1,207167,Ethan Hawke,Richard Linklater,2500000,5535405,2.214162
Mortal Kombat,Action,PG-13,USA,New Line Cinema,0,8/18/95,1995,101,0,0,5.8,87007,Christopher Lambert,Paul W.S. Anderson,18000000,70454098,3.914116556
Apollo 13,Adventure,PG,USA,Universal Pictures,1,6/30/95,1995,140,1,0,7.6,224635,Tom Hanks,Ron Howard,52000000,173837933,3.343037173
Hackers,Comedy,PG-13,USA,United Artists,0,9/15/95,1995,107,0,0,6.2,57821,Jonny Lee Miller,Iain Softley,20000000,7564000,0.3782
Bad Boys,Action,R,USA,Don Simpson/Jerry Bruckheimer Films,0,4/7/95,1995,119,0,0,6.8,186965,Will Smith,Michael Bay,19000000,65807024,3.463527579
Die Hard with a Vengeance,Action,R,USA,Cinergi Pictures Entertainment,0,5/19/95,1995,128,1,0,7.6,317792,Bruce Willis,John McTiernan,90000000,100012499,1.111249989
Billy Madison,Comedy,PG-13,USA,Universal Pictures,1,2/10/95,1995,89,0,0,6.4,112423,Adam Sandler,Tamra Davis,10000000,25588750,2.558875
Waterworld,Action,PG-13,USA,Universal Pictures,1,7/28/95,1995,135,1,0,6.1,153742,Kevin Costner,Kevin Reynolds,175000000,88246220,0.504264114
Congo,Action,PG-13,USA,Paramount Pictures,1,6/9/95,1995,109,0,0,5.1,36705,Laura Linney,Frank Marshall,50000000,81022101,1.62044202
Sense and Sensibility,Drama,PG,USA,Columbia Pictures Corporation,1,1/26/96,1995,136,1,0,7.7,84237,Emma Thompson,Ang Lee,16000000,43182776,2.6989235
Get Shorty,Comedy,R,USA,Metro-Goldwyn-Mayer (MGM),0,10/20/95,1995,105,0,0,6.9,66364,Gene Hackman,Barry Sonnenfeld,30250000,72077000,2.382710744
The American President,Comedy,PG-13,USA,Universal Pictures,1,11/17/95,1995,114,0,0,6.8,45293,Michael Douglas,Rob Reiner,62000000,65000000,1.048387097
Tank Girl,Action,R,USA,Trilogy Entertainment Group,0,3/31/95,1995,104,0,0,5.3,26302,Lori Petty,Rachel Talalay,25000000,4064333,0.16257332
Powder,Drama,PG-13,USA,Caravan Pictures,0,10/27/95,1995,111,0,0,6.6,25582,Mary Steenburgen,Victor Salva,9500000,30862146,3.248646947
Species,Action,R,USA,Metro-Goldwyn-Mayer (MGM),0,7/7/95,1995,108,0,0,5.8,64667,Natasha Henstridge,Roger Donaldson,35000000,60074103,1.716402943
The City of Lost Children,Fantasy,R,France,Club d'Investissement Média,0,12/15/95,1995,112,0,0,7.7,58437,Ron Perlman,Marc Caro,18000000,1513028,0.084057111
Adiós a Las Vegas,Drama,R,France,Lumiere Pictures,0,2/9/96,1995,111,0,0,7.6,99239,Nicolas Cage,Mike Figgis,3600000,31968347,8.880096389
The Basketball Diaries,Biography,R,USA,New Line Cinema,0,4/21/95,1995,102,0,0,7.3,86655,Leonardo DiCaprio,Scott Kalvert,0,2424439,inf
Desperado,Action,R,USA,Columbia Pictures Corporation,1,8/25/95,1995,104,0,0,7.2,147918,Antonio Banderas,Robert Rodriguez,7000000,25625110,3.66073
Heavy Weights,Comedy,PG,USA,Caravan Pictures,0,2/17/95,1995,100,0,0,6.7,21136,Tom McGowan,Steven Brill,0,17689177,inf
Empire Records,Comedy,PG-13,USA,Monarchy Enterprises B.V.,0,10/20/95,1995,90,0,0,6.7,40911,Anthony LaPaglia,Allan Moyle,0,303841,inf
"Babe, el puerquito valiente",Comedy,G,Australia,Universal Pictures,1,8/4/95,1995,91,0,0,6.8,100541,James Cromwell,Chris Noonan,30000000,66600000,2.22
Strange Days,Action,R,USA,Lightstorm Entertainment,0,10/13/95,1995,145,1,0,7.2,57697,Ralph Fiennes,Kathryn Bigelow,42000000,7919000,0.188547619
Ace Ventura: When Nature Calls,Adventure,PG-13,USA,Morgan Creek Productions,0,11/10/95,1995,90,0,0,6.3,172305,Jim Carrey,Steve Oedekerk,30000000,108385533,3.6128511
Four Rooms,Comedy,R,USA,Miramax,0,12/25/95,1995,98,0,0,6.7,83723,Tim Roth,Allison Anders,4000000,4301331,1.07533275
La Haine,Crime,NOT RATED,France,Canal+,0,2/23/96,1995,98,0,0,8.1,115435,Vincent Cassel,Mathieu Kassovitz,0,309811,inf
While You Were Sleeping,Comedy,PG,USA,Hollywood Pictures,0,4/21/95,1995,103,0,0,6.7,76882,Sandra Bullock,Jon Turteltaub,17000000,81057016,4.768059765
Rápida y mortal,Action,R,Japan,TriStar Pictures,0,2/10/95,1995,107,0,0,6.4,73223,Sharon Stone,Sam Raimi,32000000,18636537,0.582391781
Major Payne,Adventure,PG-13,USA,Universal Pictures,1,3/24/95,1995,100,0,0,6.2,24344,Damon Wayans,Nick Castle,0,29412050,inf
Judge Dredd,Action,R,USA,Hollywood Pictures,0,6/30/95,1995,96,0,0,5.5,95091,Sylvester Stallone,Danny Cannon,70000000,34693481,0.495621157
A Goofy Movie,Animation,G,USA,Walt Disney Pictures,1,4/7/95,1995,78,0,0,6.8,36877,Bill Farmer,Kevin Lima,0,35348597,inf
Village of the Damned,Horror,R,USA,Universal Pictures,1,4/28/95,1995,99,0,0,5.6,23569,Christopher Reeve,John Carpenter,22000000,9417567,0.428071227
Tommy Boy,Adventure,PG-13,USA,Broadway Pictures,0,3/31/95,1995,97,0,0,7.1,66163,Chris Farley,Peter Segal,0,32700000,inf
A Little Princess,Drama,G,USA,Warner Bros.,1,5/19/95,1995,97,0,0,7.7,26945,Liesel Matthews,Alfonso Cuarón,17000000,10019307,0.589371
The Brady Bunch Movie,Comedy,PG-13,USA,Paramount Pictures,1,2/17/95,1995,90,0,0,5.9,18224,Shelley Long,Betty Thomas,12000000,46576136,3.881344667
Dead Man Walking,Crime,R,UK,Havoc,0,2/2/96,1995,122,1,0,7.6,77349,Susan Sarandon,Tim Robbins,11000000,39387284,3.580662182
Grumpier Old Men,Comedy,PG-13,USA,Lancaster Gate,0,12/22/95,1995,101,0,0,6.6,20718,Walter Matthau,Howard Deutch,25000000,69870000,2.7948
"To Wong Foo Thanks for Everything, Julie Newmar",Comedy,PG-13,USA,Universal Pictures,1,9/8/95,1995,109,0,0,6.4,22962,Wesley Snipes,Beeban Kidron,0,36474193,inf
Now and Then,Comedy,PG-13,USA,New Line Cinema,0,10/20/95,1995,100,0,0,6.8,22719,Christina Ricci,Lesli Linka Glatter,0,27400000,inf
It Takes Two,Comedy,PG,USA,Dualstar Productions,0,11/17/95,1995,101,0,0,5.8,16200,Kirstie Alley,Andy Tennant,0,19474589,inf
Copycat,Drama,R,USA,Regency Enterprises,0,10/27/95,1995,123,1,0,6.6,45066,Sigourney Weaver,Jon Amiel,20000000,32051917,1.60259585
Dolores Claiborne,Crime,R,USA,Castle Rock Entertainment,0,3/24/95,1995,132,1,0,7.4,30927,Kathy Bates,Taylor Hackford,0,24361867,inf
Mighty Morphin Power Rangers: The Movie,Action,PG,USA,Twentieth Century Fox Film Corporation,1,6/30/95,1995,95,0,0,5.1,21647,Karan Ashley,Bryan Spicer,15000000,37804616,2.520307733
Outbreak,Action,R,USA,Warner Bros.,1,3/10/95,1995,127,1,0,6.6,95549,Dustin Hoffman,Wolfgang Petersen,50000000,67823573,1.35647146
Dead Man,Drama,R,USA,Pandora Filmproduktion,0,5/10/96,1995,121,1,0,7.7,77407,Johnny Depp,Jim Jarmusch,9000000,1037847,0.115316333
Crimson Tide,Action,R,USA,Hollywood Pictures,0,5/12/95,1995,116,0,0,7.3,86579,Gene Hackman,Tony Scott,53000000,91400000,1.724528302
The Bridges of Madison County,Drama,PG-13,USA,Warner Bros.,1,6/2/95,1995,135,1,0,7.6,58975,Clint Eastwood,Clint Eastwood,24000000,71516617,2.979859042
Dangerous Minds,Biography,R,USA,Hollywood Pictures,0,8/11/95,1995,99,0,0,6.4,40880,Michelle Pfeiffer,John N. Smith,23000000,84919401,3.69214787
To Die For,Comedy,R,USA,Columbia Pictures Corporation,1,10/6/95,1995,106,0,0,6.8,36974,Nicole Kidman,Gus Van Sant,20000000,21284514,1.0642257
Kicking and Screaming,Comedy,R,USA,Trimark Pictures,0,10/6/95,1995,96,0,0,7,7594,Josh Hamilton,Noah Baumbach,0,704543,inf
Mallrats,Comedy,R,USA,Gramercy Pictures (I),0,10/20/95,1995,94,0,0,7.2,103484,Shannen Doherty,Kevin Smith,6000000,2122561,0.353760167
Halloween: The Curse of Michael Myers,Horror,R,USA,Halloween VI Productions,0,9/29/95,1995,87,0,0,5,22890,Donald Pleasence,Joe Chappelle,5000000,15116634,3.0233268
Under Siege 2: Dark Territory,Action,R,USA,Warner Bros.,1,7/14/95,1995,100,0,0,5.4,38220,Steven Seagal,Geoff Murphy,60000000,50024083,0.833734717
Johnny Mnemonic,Action,R,Canada,TriStar Pictures,0,5/26/95,1995,100,0,0,5.6,58885,Keanu Reeves,Robert Longo,25000000,19076000,0.76304
Higher Learning,Crime,R,USA,Columbia Pictures Corporation,1,1/11/95,1995,127,1,0,6.5,15576,Omar Epps,John Singleton,0,38290723,inf
A Walk in the Clouds,Drama,PG-13,USA,Twentieth Century Fox Film Corporation,1,8/11/95,1995,102,0,0,6.7,26520,Keanu Reeves,Alfonso Arau,20000000,50012507,2.50062535
Mighty Aphrodite,Comedy,R,USA,Sweetland Films,0,11/10/95,1995,95,0,0,7.1,33697,Woody Allen,Woody Allen,15000000,6700000,0.446666667
Assassins,Action,R,France,Warner Bros.,1,10/6/95,1995,132,1,0,6.3,67317,Sylvester Stallone,Richard Donner,50000000,30306268,0.60612536
Sabrina,Comedy,PG,Germany,Constellation Entertainment,0,12/15/95,1995,127,1,0,6.3,31451,Harrison Ford,Sydney Pollack,58000000,53672080,0.92538069
Rob Roy,Adventure,R,USA,United Artists,0,4/14/95,1995,139,1,0,6.9,36234,Liam Neeson,Michael Caton-Jones,28000000,31600000,1.128571429
First Knight,Action,PG-13,USA,Columbia Pictures Corporation,1,7/7/95,1995,134,1,0,5.9,59052,Sean Connery,Jerry Zucker,55000000,37600435,0.683644273
Drácula: Muerto pero feliz,Comedy,PG-13,France,Gaumont,0,12/22/95,1995,88,0,0,5.8,32629,Leslie Nielsen,Mel Brooks,30000000,10693649,0.356454967
Cutthroat Island,Action,PG-13,USA,Beckner/Gorman Productions,0,12/22/95,1995,124,1,0,5.6,22527,Geena Davis,Renny Harlin,98000000,10017322,0.102217571
Tales from the Crypt: Demon Knight,Action,R,USA,Tales From The Crypt Holdings,0,1/13/95,1995,92,0,0,6.7,17728,Billy Zane,Ernest R. Dickerson,13000000,21088568,1.622197538
The Net,Action,PG-13,USA,Columbia Pictures Corporation,1,7/28/95,1995,114,0,0,5.9,51864,Sandra Bullock,Irwin Winkler,22000000,50727965,2.305816591
Dead Presidents,Action,R,USA,Caravan Pictures,0,10/6/95,1995,119,0,0,6.8,16395,Larenz Tate,Albert Hughes,10000000,24200000,2.42
French Kiss,Comedy,PG-13,UK,Polygram Filmed Entertainment,0,5/5/95,1995,111,0,0,6.6,40933,Meg Ryan,Lawrence Kasdan,0,38896854,inf
The Indian in the Cupboard,Drama,PG,USA,Columbia Pictures Corporation,1,7/14/95,1995,96,0,0,5.9,22044,Hal Scardino,Frank Oz,45000000,35617599,0.7915022
Mr. Holland's Opus,Drama,PG,USA,Hollywood Pictures,0,1/19/96,1995,143,1,0,7.3,31602,Richard Dreyfuss,Stephen Herek,23000000,82569971,3.589998739
The Scarlet Letter,Drama,R,USA,Allied Stars Ltd.,0,10/13/95,1995,135,1,0,5.2,12706,Demi Moore,Roland Joffé,50000000,10400000,0.208
Vampire in Brooklyn,Comedy,R,USA,Eddie Murphy Productions,0,10/27/95,1995,100,0,0,4.5,18359,Eddie Murphy,Wes Craven,20000000,19751736,0.9875868
Balto,Animation,G,USA,Amblimation,0,12/22/95,1995,100,0,0,7.1,32984,Kevin Bacon,Simon Wells,0,11268750,inf
A Kid in King Arthur's Court,Adventure,PG,USA,Tapestry Films,0,8/11/95,1995,89,0,0,4.8,4897,Thomas Ian Nicholas,Michael Gottlieb,15000000,13406717,0.893781133
The Prophecy,Action,R,USA,First Look International,0,9/1/95,1995,98,0,0,6.6,25657,Christopher Walken,Gregory Widen,8000000,16115878,2.01448475
Father of the Bride Part II,Comedy,PG,USA,Sandollar Productions,0,12/8/95,1995,106,0,0,5.9,28658,Steve Martin,Charles Shyer,30000000,76594000,2.553133333
When Night Is Falling,Drama,R,Canada,Alliance Communications Corporation,0,11/17/95,1995,94,0,0,6.7,5706,Pascale Bussières,Patricia Rozema,0,1194152,inf
Welcome to the Dollhouse,Comedy,R,USA,Suburban Pictures,0,5/24/96,1995,88,0,0,7.4,28073,Heather Matarazzo,Todd Solondz,800000,4771000,5.96375
Wild Bill,Action,R,USA,United Artists,0,12/1/95,1995,98,0,0,5.9,5307,Jeff Bridges,Walter Hill,30000000,2167808,0.072260267
Asesinos cibernéticos,Sci-Fi,R,Canada,Triumph Films,0,1/26/96,1995,108,0,0,6.4,21565,Peter Weller,Christian Duguay,20000000,5781885,0.28909425
The Baby-Sitters Club,Comedy,PG,USA,Beacon Communications,0,8/18/95,1995,94,0,0,5.7,4594,Schuyler Fisk,Melanie Mayron,6500000,9685976,1.490150154
Total Eclipse,Biography,R,UK,FIT Productions,0,11/3/95,1995,111,0,0,6.6,11309,Leonardo DiCaprio,Agnieszka Holland,8000000,339889,0.042486125
Virtuosity,Action,R,USA,Paramount Pictures,1,8/4/95,1995,106,0,0,5.6,24720,Denzel Washington,Brett Leonard,30000000,24048000,0.8016
Nixon,Biography,R,USA,Cinergi Pictures Entertainment,0,1/5/96,1995,192,1,0,7.1,25426,Anthony Hopkins,Oliver Stone,50000000,13560960,0.2712192
Jade,Crime,R,USA,Paramount Pictures,1,10/13/95,1995,95,0,0,5.2,9815,David Caruso,William Friedkin,50000000,9795017,0.19590034
The Big Green,Comedy,PG,USA,Caravan Pictures,0,9/29/95,1995,100,0,0,5.5,7500,Steve Guttenberg,Holly Goldberg Sloan,12000000,17725500,1.477125
Lord of Illusions,Horror,R,USA,Seraphim Films,0,8/25/95,1995,109,0,0,6,11887,Scott Bakula,Clive Barker,12000000,13293081,1.10775675
Rumble in the Bronx,Action,R,Hong Kong,Golden Harvest Company,0,2/23/96,1995,104,0,0,6.7,32513,Jackie Chan,Stanley Tong,7500000,32392047,4.3189396
Safe,Drama,R,UK,American Playhouse Theatrical Films,0,6/30/95,1995,119,0,0,7.2,9448,Julianne Moore,Todd Haynes,1000000,512245,0.512245
Just Cause,Action,R,USA,Warner Bros.,1,2/17/95,1995,102,0,0,6.4,20952,Sean Connery,Arne Glimcher,0,36853222,inf
How to Make an American Quilt,Comedy,PG-13,USA,Universal Pictures,1,10/6/95,1995,117,0,0,6.2,9152,Winona Ryder,Jocelyn Moorhouse,10000000,23574130,2.357413
The Last Supper,Comedy,R,USA,Columbia Pictures Corporation,1,4/5/96,1995,92,0,0,6.8,12713,Cameron Diaz,Stacy Title,0,442965,inf
Othello,Drama,R,USA,Castle Rock Entertainment,0,1/19/96,1995,123,1,0,6.9,7965,Laurence Fishburne,Oliver Parker,11000000,2112951,0.192086455
Something to Talk About,Comedy,R,USA,Hawn / Sylbert Movie Company,0,8/4/95,1995,106,0,0,5.7,11105,Julia Roberts,Lasse Hallström,0,50892160,inf
Waiting to Exhale,Comedy,R,USA,Twentieth Century Fox Film Corporation,1,12/22/95,1995,124,1,0,5.7,7977,Whitney Houston,Forest Whitaker,16000000,67052156,4.19075975
El triturador,Horror,R,South Africa,Distant Horizon,0,3/3/95,1995,106,0,0,4,7031,Robert Englund,Tobe Hooper,0,1781383,inf
