name,genre,rating,country,company,isMajor,released,year,runtime,isLong,isShort,score,votes,star,director,budget,gross,budgetReturn
The Gift,Drama,R,USA,Lakeshore Entertainment,0,1/19/01,2000,112,0,0,6.7,55272,Cate Blanchett,Sam Raimi,10000000,12008642,1.2008642
The Family Man,Comedy,PG-13,USA,Universal Pictures,1,12/22/00,2000,125,1,0,6.7,90612,Nicolas Cage,Brett Ratner,60000000,75793305,1.26322175
Feroz,Drama,UNRATED,Canada,Copperheart Entertainment,0,5/18/01,2000,108,0,0,6.8,35413,Emily Perkins,John Fawcett,5000000,2554,0.0005108
The Legend of Bagger Vance,Drama,PG-13,USA,Twentieth Century Fox Film Corporation,1,11/3/00,2000,126,1,0,6.7,48043,Will Smith,Robert Redford,80000000,30695227,0.383690338
U-571: La batalla del Atlántico,Action,PG-13,France,Universal Pictures,1,4/21/00,2000,116,0,0,6.6,68714,Matthew McConaughey,Jonathan Mostow,62000000,77086030,1.243323065
Keeping the Faith,Comedy,PG-13,USA,Spyglass Entertainment,0,4/14/00,2000,128,1,0,6.4,46213,Ben Stiller,Edward Norton,29000000,37047880,1.277513103
Shanghai Noon,Action,PG-13,USA,Touchstone Pictures,0,5/26/00,2000,110,0,0,6.6,103550,Jackie Chan,Tom Dey,55000000,56937502,1.035227309
All the Pretty Horses,Drama,PG-13,USA,Columbia Pictures Corporation,1,12/25/00,2000,116,0,0,5.8,11851,Matt Damon,Billy Bob Thornton,57000000,15527125,0.272405702
Big Momma's House,Action,PG-13,USA,Twentieth Century Fox Film Corporation,1,6/2/00,2000,99,0,0,5.1,71163,Martin Lawrence,Raja Gosnell,30000000,117559438,3.918647933
Maelstrom,Drama,R,Canada,Max Films Productions,0,9/15/00,2000,87,0,0,7.2,3631,Marie-Josée Croze,Denis Villeneuve,0,33410,inf
Space Cowboys,Action,PG-13,USA,Clipsal Films,0,8/4/00,2000,130,1,0,6.4,63698,Clint Eastwood,Clint Eastwood,65000000,90464773,1.391765738
The 6th Day,Action,PG-13,USA,Phoenix Pictures,0,11/17/00,2000,123,1,0,5.9,104775,Arnold Schwarzenegger,Roger Spottiswoode,82000000,34604280,0.422003415
28 Days,Comedy,PG-13,USA,Columbia Pictures Corporation,1,4/14/00,2000,103,0,0,6,37015,Sandra Bullock,Betty Thomas,43000000,37170488,0.864429953
Rape Me,Crime,UNRATED,France,Canal+,0,9/21/01,2000,77,0,0,4.5,15237,Raffaëla Anderson,Virginie Despentes,0,5793,inf
Vertical Limit,Action,PG-13,USA,Columbia Pictures Corporation,1,12/8/00,2000,124,1,0,5.9,52111,Scott Glenn,Martin Campbell,75000000,69243859,0.923251453
The Crew,Crime,PG-13,USA,George Litto Productions,0,8/25/00,2000,88,0,0,5.6,4108,Richard Dreyfuss,Michael Dinner,38000000,13019253,0.342611921
Love & Basketball,Drama,PG-13,USA,40 Acres & A Mule Filmworks,0,4/21/00,2000,124,1,0,7.2,15454,Sanaa Lathan,Gina Prince-Bythewood,20000000,27441122,1.3720561
Romeo Must Die,Action,R,USA,Warner Bros.,1,3/22/00,2000,115,0,0,6.1,59814,Jet Li,Andrzej Bartkowiak,25000000,55973336,2.23893344
Chopper,Biography,UNRATED,Australia,Australian Film Finance Corporation (AFFC),0,4/5/02,2000,94,0,0,7.2,32850,Eric Bana,Andrew Dominik,0,234259,inf
You Can Count on Me,Drama,R,USA,Hart-Sharp Entertainment,0,12/22/00,2000,111,0,0,7.7,24362,Laura Linney,Kenneth Lonergan,1200000,9180275,7.650229167
Dracula 2000,Action,R,USA,Dimension Films,0,12/22/00,2000,99,0,0,4.9,28622,Gerard Butler,Patrick Lussier,54000000,33022767,0.611532722
Autumn in New York,Drama,PG-13,USA,Metro-Goldwyn-Mayer (MGM),0,8/11/00,2000,103,0,0,5.5,21504,Richard Gere,Joan Chen,65000000,37752931,0.580814323
Finding Forrester,Drama,PG-13,USA,Columbia Pictures Corporation,1,1/12/01,2000,136,1,0,7.3,75692,Sean Connery,Gus Van Sant,43000000,51804714,1.204760791
Titan A.E.,Animation,PG,USA,David Kirschner Productions,0,6/16/00,2000,94,0,0,6.6,54115,Matt Damon,Don Bluth,75000000,22751979,0.30335972
Shadow of the Vampire,Drama,R,UK,Saturn Films,0,1/26/01,2000,92,0,0,6.9,35600,John Malkovich,E. Elias Merhige,8000000,8279017,1.034877125
Whatever It Takes,Comedy,PG-13,USA,Columbia Pictures Corporation,1,3/24/00,2000,94,0,0,5.5,8432,Shane West,David Raynr,32000000,8735529,0.272985281
Dungeons & Dragons,Action,PG-13,USA,New Line Cinema,0,12/8/00,2000,107,0,0,3.6,28683,Justin Whalin,Courtney Solomon,45000000,15220685,0.338237444
The Adventures of Rocky & Bullwinkle,Animation,PG,USA,Capella International,0,6/30/00,2000,92,0,0,4.2,17406,Robert De Niro,Des McAnuff,76000000,26000610,0.342113289
Antes que anochezca,Biography,R,USA,El Mar Pictures,0,2/23/01,2000,133,1,0,7.3,21732,Javier Bardem,Julian Schnabel,0,4221817,inf
Rules of Engagement,Drama,R,UK,Paramount Pictures,1,4/7/00,2000,128,1,0,6.4,39436,Tommy Lee Jones,William Friedkin,60000000,61335230,1.022253833
Reindeer Games,Action,R,USA,Dimension Films,0,2/25/00,2000,104,0,0,5.7,33094,Ben Affleck,John Frankenheimer,42000000,23360779,0.556209024
Red Planet,Action,PG-13,USA,Warner Bros.,1,11/10/00,2000,106,0,0,5.7,49905,Val Kilmer,Antony Hoffman,80000000,17480890,0.218511125
102 Dalmatians,Adventure,G,USA,Cruella Productions,0,11/22/00,2000,100,0,0,4.8,28524,Glenn Close,Kevin Lima,85000000,66957026,0.787729718
The Little Vampire,Adventure,PG,Germany,Avrora Media,0,10/27/00,2000,95,0,0,5.7,7879,Jonathan Lipnicki,Uli Edel,35000000,13555988,0.387313943
Tigerland,Drama,R,USA,Haft Entertainment,0,5/24/01,2000,101,0,0,7,34628,Colin Farrell,Joel Schumacher,10000000,139692,0.0139692
Loser,Comedy,PG-13,USA,Branti Film Productions,0,7/21/00,2000,98,0,0,5.3,23989,Jason Biggs,Amy Heckerling,20000000,15618626,0.7809313
Supernova,Horror,PG-13,USA,Hammerhead Productions,0,1/14/00,2000,90,0,0,4.8,15330,James Spader,Walter Hill,90000000,14218868,0.157987422
Bajo sospecha,Crime,R,France,Revelations Entertainment,0,8/10/01,2000,110,0,0,6.5,19265,Morgan Freeman,Stephen Hopkins,25000000,258691,0.01034764
Wonder Boys,Comedy,R,USA,British Broadcasting Corporation (BBC),0,2/25/00,2000,107,0,0,7.4,56555,Michael Douglas,Curtis Hanson,55000000,19389454,0.352535527
The Kid,Comedy,PG,USA,Chester Films Inc.,0,7/7/00,2000,104,0,0,6.1,36128,Bruce Willis,Jon Turteltaub,65000000,69691949,1.072183831
Get Carter,Action,R,USA,Morgan Creek Productions,0,10/6/00,2000,102,0,0,5.1,28856,Sylvester Stallone,Stephen Kay,63600000,14967182,0.23533305
Return to Me,Comedy,PG,USA,Metro-Goldwyn-Mayer (MGM),0,4/7/00,2000,115,0,0,6.9,17212,David Duchovny,Bonnie Hunt,24000000,32662299,1.360929125
Nine Queens,Crime,R,Argentina,FX Sound,0,8/31/00,2000,114,0,0,7.9,41658,Ricardo Darín,Fabián Bielinsky,1500000,1221261,0.814174
Book of Shadows: Blair Witch 2,Adventure,R,USA,Artisan Entertainment,0,10/27/00,2000,90,0,0,4,31565,Jeffrey Donovan,Joe Berlinger,15000000,26437094,1.762472933
The Yards,Crime,R,USA,Miramax,0,10/27/00,2000,115,0,0,6.4,17187,Mark Wahlberg,James Gray,24000000,882710,0.036779583
Proof of Life,Action,R,USA,Castle Rock Entertainment,0,12/8/00,2000,135,1,0,6.2,50964,Meg Ryan,Taylor Hackford,65000000,32598931,0.501522015
Ready to Rumble,Comedy,PG-13,USA,Bel Air Entertainment,0,4/7/00,2000,107,0,0,5.3,12277,David Arquette,Brian Robbins,24000000,12372410,0.515517083
The Watcher,Crime,R,USA,Lewitt / Eberts Prouctions,0,9/8/00,2000,97,0,0,5.3,23123,James Spader,Joe Charbanic,30000000,28927720,0.964257333
The Skulls,Action,PG-13,USA,Universal Pictures,1,3/31/00,2000,106,0,0,5.6,28112,Joshua Jackson,Rob Cohen,35000000,35007180,1.000205143
Pollock,Biography,R,USA,Brant-Allen,0,3/23/01,2000,122,1,0,7,24202,Ed Harris,Ed Harris,6000000,8596914,1.432819
Saving Grace,Comedy,R,UK,Portman Entertainment Group,0,9/1/00,2000,93,0,0,6.9,16011,Brenda Blethyn,Nigel Cole,10000000,12115757,1.2115757
Beautiful,Drama,PG-13,USA,Destination Films,0,9/29/00,2000,112,0,0,5.4,3378,Minnie Driver,Sally Field,14000000,3060963,0.218640214
The Crimson Rivers,Crime,R,France,Gaumont,0,5/4/01,2000,106,0,0,6.9,51306,Jean Reno,Mathieu Kassovitz,0,632548,inf
The Way of the Gun,Action,R,USA,Artisan Entertainment,0,9/8/00,2000,119,0,0,6.7,28466,Ryan Phillippe,Christopher McQuarrie,8500000,6055661,0.712430706
My Dog Skip,Comedy,PG,USA,Alcon Entertainment,0,3/3/00,2000,95,0,0,7,17398,Frankie Muniz,Jay Russell,6000000,34099640,5.683273333
Dr. T & the Women,Comedy,R,USA,Artisan Entertainment,0,10/13/00,2000,122,1,0,4.6,16174,Richard Gere,Robert Altman,23000000,13113041,0.570132217
Thomas and the Magic Railroad,Adventure,G,UK,Gullane Pictures,0,7/26/00,2000,85,0,0,3.7,3106,Alec Baldwin,Britt Allcroft,19000000,15911333,0.837438579
Hanging Up,Comedy,PG-13,Germany,Columbia Pictures Corporation,1,2/18/00,2000,94,0,0,4.8,10627,Diane Keaton,Diane Keaton,60000000,36050230,0.600837167
Boys and Girls,Comedy,PG-13,USA,Punch 21 Productions,0,6/16/00,2000,94,0,0,5.4,14393,Freddie Prinze Jr.,Robert Iscove,35000000,20627372,0.589353486
Highlander: Endgame,Action,R,USA,Davis-Panzer Productions,0,9/1/00,2000,87,0,0,4.6,17216,Christopher Lambert,Douglas Aarniokoski,25000000,12801190,0.5120476
Yi Yi,Drama,NOT RATED,Taiwan,1+2 Seisaku Iinkai,0,12/16/00,2000,173,1,0,8.1,14617,Nien-Jen Wu,Edward Yang,0,1136776,inf
Down to You,Comedy,PG-13,USA,Open City Films,0,1/21/00,2000,91,0,0,4.9,12868,Freddie Prinze Jr.,Kris Isacsson,35000000,20035310,0.572437429
The Weight of Water,Crime,R,USA,StudioCanal,0,7/31/02,2000,100,0,0,5.9,7993,Catherine McCormack,Kathryn Bigelow,16000000,102622,0.006413875
The Ladies Man,Comedy,R,USA,Broadway Pictures,0,10/13/00,2000,84,0,0,5.1,11223,Tim Meadows,Reginald Hudlin,24000000,13592872,0.566369667
Small Time Crooks,Comedy,PG,USA,DreamWorks,0,5/19/00,2000,94,0,0,6.7,32888,Woody Allen,Woody Allen,25000000,17071230,0.6828492
The Contender,Drama,R,USA,Cinerenta Medienbeteiligungs KG,0,10/13/00,2000,126,1,0,7,21189,Joan Allen,Rod Lurie,20000000,17872723,0.89363615
The Art of War,Action,R,USA,Morgan Creek Productions,0,8/25/00,2000,117,0,0,5.7,26180,Wesley Snipes,Christian Duguay,60000000,30208599,0.50347665
Bamboozled,Comedy,R,USA,New Line Cinema,0,10/20/00,2000,135,1,0,6.5,9042,Damon Wayans,Spike Lee,10000000,2185266,0.2185266
The Man Who Cried,Drama,R,UK,Canal+,0,3/28/03,2000,100,0,0,6.2,13051,Christina Ricci,Sally Potter,0,739583,inf
Snow Day,Adventure,PG,USA,MFF Feature Film Productions,0,2/11/00,2000,89,0,0,5,9929,Chevy Chase,Chris Koch,13000000,60020107,4.616931308
The Dish,Comedy,PG-13,Australia,Working Dog,0,5/4/01,2000,101,0,0,7.2,13427,Sam Neill,Rob Sitch,0,2252970,inf
Gangster No. 1,Crime,R,UK,FilmFour,0,6/9/00,2000,103,0,0,6.8,11520,Malcolm McDowell,Paul McGuigan,0,30915,inf
Rugrats in Paris: The Movie,Animation,G,Germany,Paramount Pictures,1,11/17/00,2000,78,0,0,6.1,8974,Christine Cavanaugh,Stig Bergqvist,30000000,76507756,2.550258533
Leyenda urbana 2,Horror,R,USA,Phoenix Pictures,0,9/22/00,2000,97,0,0,4.1,13751,Jennifer Morrison,John Ottman,14000000,21468807,1.533486214
Bounce,Drama,PG-13,USA,Miramax,0,11/17/00,2000,106,0,0,5.7,18326,Ben Affleck,Don Roos,35000000,36779296,1.050837029
Gossip,Drama,R,USA,NPV Entertainment,0,4/21/00,2000,90,0,0,5.9,13017,James Marsden,Davis Guggenheim,24000000,5108820,0.2128675
Bless the Child,Crime,R,USA,Paramount Pictures,1,8/11/00,2000,107,0,0,5.1,12659,Kim Basinger,Chuck Russell,65000000,29374178,0.451910431
Hamlet,Drama,R,USA,double A Films,0,6/23/00,2000,112,0,0,6,8354,Ethan Hawke,Michael Almereyda,2000000,1568749,0.7843745
Werckmeister Harmonies,Drama,Not specified,Hungary,13 Productions,0,2/1/01,2000,145,1,0,8.3,9773,Lars Rudolph,Béla Tarr,0,25461,inf
Code Unknown,Drama,NOT RATED,France,Arte France Cinéma,0,11/15/00,2000,118,0,0,7.2,9286,Juliette Binoche,Michael Haneke,0,95242,inf
Girlfight,Drama,R,USA,Green/Renzi,0,10/6/00,2000,110,0,0,6.8,8530,Michelle Rodriguez,Karyn Kusama,1000000,1523941,1.523941
Gun Shy,Comedy,R,USA,Hollywood Pictures,0,2/4/00,2000,101,0,0,5.7,6181,Liam Neeson,Eric Blakeney,10000000,1631839,0.1631839
Lost Souls,Drama,R,USA,Avery Pix,0,10/13/00,2000,97,0,0,4.8,9712,Winona Ryder,Janusz Kaminski,50000000,16779636,0.33559272
Cecil B. DeMented,Comedy,R,France,Artic Productions LLC,0,9/1/00,2000,87,0,0,6.2,11917,Melanie Griffith,John Waters,10000000,1284646,0.1284646
Together,Comedy,R,Sweden,Memfis Film,0,9/21/01,2000,106,0,0,7.5,18441,Lisa Lindgren,Lukas Moodysson,0,1069156,inf
Songcatcher,Drama,PG-13,USA,ErgoArts,0,7/27/01,2000,109,0,0,7.2,2939,Janet McTeer,Maggie Greenwald,1800000,3050934,1.694963333
Woman on Top,Comedy,R,USA,Fox Searchlight Pictures,0,9/22/00,2000,92,0,0,5.3,9009,Penélope Cruz,Fina Torres,8000000,5018450,0.62730625
Dancing at the Blue Iguana,Drama,R,USA,Moonstone Entertainment,0,10/11/01,2000,123,1,0,5.8,3317,Charlotte Ayanna,Michael Radford,0,30181,inf
Brother,Crime,R,USA,Recorded Picture Company (RPC),0,9/28/01,2000,114,0,0,7.2,19600,Takeshi Kitano,Takeshi Kitano,10000000,447750,0.044775
Lucky Numbers,Comedy,R,France,Paramount Pictures,1,10/27/00,2000,105,0,0,5,8957,John Travolta,Nora Ephron,63000000,10014234,0.158956095
Duets,Comedy,R,USA,Hollywood Pictures,0,9/15/00,2000,112,0,0,6,8505,Huey Lewis,Bruce Paltrow,15000000,4734235,0.315615667
Animal Factory,Crime,R,USA,Animal Productions LLC,0,8/1/00,2000,94,0,0,6.6,11086,Willem Dafoe,Steve Buscemi,3600000,43805,0.012168056
Psycho Beach Party,Comedy,UNRATED,Australia,New Oz Productions,0,2001-09,2000,95,0,0,6.3,4825,Lauren Ambrose,Robert Lee King,1500000,265107,0.176738
George Washington,Drama,NOT RATED,USA,Free Country U.S.A.,0,9/28/01,2000,89,0,0,7.4,6692,Candace Evanofski,David Gordon Green,42000,241816,5.75752381
State and Main,Comedy,R,France,Filmtown Entertainment,0,1/12/01,2000,105,0,0,6.8,18881,Philip Seymour Hoffman,David Mamet,0,6920692,inf
Ed Gein,Biography,NOT RATED,USA,Tartan Films,0,7/20/01,2000,89,0,0,5.6,4568,Steve Railsback,Chuck Parello,0,5708,inf
Songs from the Second Floor,Comedy,NOT RATED,Sweden,Coproduction Office,0,10/6/00,2000,98,0,0,7.7,14022,Lars Nordh,Roy Andersson,0,2303,inf
Tadpole,Comedy,PG-13,USA,Miramax,0,8/23/02,2000,78,0,0,6.2,5310,Sigourney Weaver,Gary Winick,150000,2882062,19.21374667
The In Crowd,Drama,PG-13,USA,Morgan Creek Productions,0,7/19/00,2000,105,0,0,4.6,3803,Lori Heuring,Mary Lambert,12500000,5217498,0.41739984
The Broken Hearts Club: A Romantic Comedy,Comedy,R,USA,Banner Entertainment,0,10/20/00,2000,94,0,0,7,6337,Timothy Olyphant,Greg Berlanti,1000000,1744858,1.744858
Drowning Mona,Crime,PG-13,USA,Code Entertainment,0,3/3/00,2000,96,0,0,5.6,12165,Danny DeVito,Nick Gomez,6000000,15427192,2.571198667
Love's Labour's Lost,Romance,PG,UK,Pathé Pictures International,0,3/31/00,2000,93,0,0,6.1,3984,Alessandro Nivola,Kenneth Branagh,13000000,284291,0.021868538
Nurse Betty,Comedy,R,Germany,Gramercy Pictures (I),0,9/8/00,2000,110,0,0,6.2,30785,Renée Zellweger,Neil LaBute,24000000,25167270,1.04863625
The Million Dollar Hotel,Drama,R,Germany,Icon Entertainment International,0,2/10/00,2000,122,1,0,5.9,19103,Jeremy Davies,Wim Wenders,8000000,52526,0.00656575
Hey Ram,Crime,Not specified,India,Raajkamal Films International,0,2/18/00,2000,186,1,0,8,8729,Kamal Haasan,Kamal Haasan,0,274675,inf
The Tigger Movie,Animation,G,USA,Disney Television Animation,0,2/11/00,2000,77,0,0,6.3,14258,Jim Cummings,Jun Falkenstein,30000000,45554533,1.518484433
Waking the Dead,Drama,R,USA,Polygram Filmed Entertainment,0,3/24/00,2000,105,0,0,6.7,6173,Billy Crudup,Keith Gordon,8500000,327418,0.038519765
"Love, Honor and Obey",Comedy,R,UK,British Broadcasting Corporation (BBC),0,2/9/01,2000,103,0,0,6.5,4542,Sadie Frost,Dominic Anciano,0,1143,inf
Kaho Naa... Pyaar Hai,Action,B,India,Film Kraft,0,1/14/00,2000,172,1,0,6.9,10926,Hrithik Roshan,Rakesh Roshan,0,356000,inf
Lockdown,Drama,R,USA,Evolution Entertainment,0,2/4/01,2000,105,0,0,6.3,2134,Richard T. Jones,John Luessenhop,0,449482,inf
The House of Mirth,Romance,PG,UK,Three Rivers Production,0,3/7/01,2000,135,1,0,7.1,6606,Gillian Anderson,Terence Davies,10000000,3041803,0.3041803
Vulgar,Crime,R,USA,Chango Productions,0,4/26/02,2000,87,0,0,5.3,3665,Brian O'Halloran,Bryan Johnson,120000,14904,0.1242
Screwed,Comedy,PG-13,USA,Universal Pictures,1,5/12/00,2000,81,0,0,5.7,7286,Norm MacDonald,Scott Alexander,10000000,7027345,0.7027345
Pokémon 3: The Movie,Animation,G,Japan,4 Kids Entertainment,0,4/6/01,2000,93,0,0,5.7,10090,Rica Matsumoto,Kunihiko Yuyama,16000000,17052128,1.065758
Sordid Lives,Comedy,R,USA,Daly-Harris Productions,0,5/11/01,2000,111,0,0,6.8,2477,Delta Burke,Del Shores,0,1111273,inf
I Dreamed of Africa,Adventure,PG-13,USA,Columbia Pictures Corporation,1,5/5/00,2000,114,0,0,5.6,3933,Kim Basinger,Hugh Hudson,50000000,6543194,0.13086388
Committed,Comedy,R,USA,Miramax,0,7/14/00,2000,98,0,0,5.2,3330,Heather Graham,Lisa Krueger,3000000,40361,0.013453667
Bait,Action,R,Canada,Castle Rock Entertainment,0,9/15/00,2000,119,0,0,5.7,9493,Jamie Foxx,Antoine Fuqua,51000000,15325127,0.300492686
Here on Earth,Drama,PG-13,USA,Fox 2000 Pictures,0,3/24/00,2000,96,0,0,5.1,7660,Chris Klein,Mark Piznarski,15000000,10494147,0.6996098
The Monkey's Mask,Crime,R,Australia,Arenafilm,0,5/10/01,2000,93,0,0,5.1,1346,Susie Porter,Samantha Lang,0,45826,inf
Timecode,Drama,R,USA,Screen Gems,0,4/28/00,2000,97,0,0,6.2,6042,Jeanne Tripplehorn,Mike Figgis,4000000,945041,0.23626025
O Fantasma,Drama,UNRATED,Portugal,Rosa Filmes,0,10/20/00,2000,87,0,0,5.7,2379,Ricardo Meneses,João Pedro Rodrigues,0,125651,inf
Chuck & Buck,Comedy,R,USA,Artisan Entertainment,0,8/4/00,2000,96,0,0,6.6,4800,Mike White,Miguel Arteta,250000,1050600,4.2024
The Isle,Drama,UNRATED,South Korea,Myung Film Company Ltd.,0,4/22/00,2000,90,0,0,7.1,10866,Jung Suh,Ki-duk Kim,1000000,21075,0.021075
Devils on the Doorstep,Comedy,Not specified,China,Asian Union Film & Entertainment,0,3/14/01,2000,139,1,0,8.3,5388,Wen Jiang,Wen Jiang,0,18223,inf
The Next Best Thing,Comedy,PG-13,USA,Lakeshore Entertainment,0,3/3/00,2000,108,0,0,4.7,9717,Madonna,John Schlesinger,25000000,14990582,0.59962328
The Claim,Drama,R,UK,Alliance Atlantis Communications,0,2/2/01,2000,120,0,0,6.5,5448,Wes Bentley,Michael Winterbottom,0,669258,inf
Love & Sex,Comedy,R,USA,Behaviour Worldwide,0,7/14/00,2000,82,0,0,6.3,4781,Famke Janssen,Valerie Breiman,0,546287,inf
Vatel,Biography,PG-13,France,Légende Films,0,11/17/01,2000,103,0,0,6.6,6605,Gérard Depardieu,Roland Joffé,36000000,49464,0.001374
The Specials,Action,R,USA,Brillstein-Grey Entertainment,0,9/18/00,2000,82,0,0,6,2010,Rob Lowe,Craig Mazin,1000000,12996,0.012996
Greedy Guts,Animation,Not specified,Czech Republic,Athanor,0,1/25/01,2000,132,1,0,7.4,5091,Veronika Zilková,Jan Svankmajer,0,116710,inf
Happy Accidents,Comedy,R,USA,Independent Film Channel (IFC),0,9/12/01,2000,110,0,0,7.3,8717,Marisa Tomei,Brad Anderson,0,688510,inf
What Planet Are You From?,Comedy,R,USA,Brillstein-Grey Entertainment,0,3/3/00,2000,105,0,0,5.6,8346,Garry Shandling,Mike Nichols,60000000,6291602,0.104860033
Vampire Hunter D: Bloodlust,Animation,R,Japan,BMG Funhouse,0,9/28/01,2000,103,0,0,7.7,24614,Andrew Philpot,Yoshiaki Kawajiri,0,25521,inf
Water Drops on Burning Rocks,Comedy,NOT RATED,France,Fidélité Productions,0,3/15/00,2000,82,0,0,6.9,5166,Bernard Giraudeau,François Ozon,0,86132,inf
Better Than Sex,Drama,R,Australia,Better Than,0,5/10/02,2000,95,0,0,6.4,2002,David Wenham,Jonathan Teplitzky,0,94940,inf
Under the Sand,Drama,UNRATED,France,Fidélité Productions,0,5/4/01,2000,92,0,0,7.2,7119,Charlotte Rampling,François Ozon,0,1450106,inf
Come Undone,Drama,R,France,Arte France Cinéma,0,6/7/00,2000,98,0,0,6.7,4360,Jérémie Elkaïm,Sébastien Lifshitz,0,8867,inf
Greenfingers,Comedy,R,UK,Boneyard Entertainment,0,9/14/01,2000,91,0,0,6.9,4800,Clive Owen,Joel Hershman,0,1439287,inf
Bread and Tulips,Comedy,PG-13,Italy,Istituto Luce,0,11/2/01,2000,114,0,0,7.4,8210,Licia Maglietta,Silvio Soldini,0,5311177,inf
Panic,Comedy,R,USA,Artisan Entertainment,0,10/19/01,2000,88,0,0,6.8,7413,William H. Macy,Henry Bromell,1000000,779137,0.779137
About Adam,Comedy,R,Ireland,British Broadcasting Corporation (BBC),0,3/21/01,2000,97,0,0,6,5918,Stuart Townsend,Gerard Stembridge,0,151559,inf
Beautiful Creatures,Comedy,R,UK,Arts Council of England,0,1/19/01,2000,86,0,0,5.9,3150,Rachel Weisz,Bill Eagles,0,55381,inf
Taxi 2 - Alta tensión,Action,NOT RATED,France,ARP Sélection,0,10/6/00,2000,88,0,0,6.4,43387,Samy Naceri,Gérard Krawczyk,0,729844,inf
MVP: Most Valuable Primate,Comedy,PG,Canada,Keystone Family Pictures,0,10/20/00,2000,93,0,0,3.8,1908,Bernie,Robert Vince,4500000,1246237,0.276941556
Italiano para principiantes,Comedy,R,Denmark,Danmarks Radio (DR),0,5/10/02,2000,112,0,0,7.1,11759,Anders W. Berthelsen,Lone Scherfig,0,4447186,inf
Restless,Drama,Not specified,Finland,Solar Films,0,1/28/00,2000,111,0,0,5.6,3367,Mikko Nousiainen,Aku Louhimies,0,16239,inf
Maybe Baby,Comedy,R,UK,Pandora Cinema,0,8/24/01,2000,104,0,0,5.7,5148,Hugh Laurie,Ben Elton,0,8351,inf
Fiza,Action,Not specified,India,"Culture Company, The",0,9/8/00,2000,170,1,0,6.1,3131,Jaya Bhaduri,Khalid Mohamed,1000000,623791,0.623791
El asalto,Drama,PG-13,Germany,Gramercy Pictures (I),0,4/14/00,2000,89,0,0,6.3,4730,Paul Newman,Marek Kanievska,28000000,5658940,0.202105
Digimon: The Movie,Animation,PG,USA,Saban Entertainment,0,10/6/00,2000,100,0,0,6,5625,Lara Jill Miller,Mamoru Hosoda,5000000,9628751,1.9257502
Sunset Strip,Comedy,R,USA,Fox 2000 Pictures,0,8/18/00,2000,90,0,0,5.7,1314,Simon Baker,Adam Collis,0,3926,inf
Harry Potter and the Sorcerer's Stone,Adventure,PG,UK,Warner Bros.,1,11/16/01,2001,152,1,0,7.5,499582,Daniel Radcliffe,Chris Columbus,125000000,317575550,2.5406044
The Lord of the Rings: The Fellowship of the Ring,Adventure,PG-13,New Zealand,New Line Cinema,0,12/19/01,2001,178,1,0,8.8,1352483,Elijah Wood,Peter Jackson,93000000,315544750,3.392954301
El demonio,Horror,R,Germany,United Artists,0,8/31/01,2001,90,0,0,6.1,94632,Gina Philips,Victor Salva,10000000,37904175,3.7904175
Mulholland Drive,Drama,R,France,Les Films Alain Sarde,0,10/19/01,2001,147,1,0,8,263699,Naomi Watts,David Lynch,15000000,7220243,0.481349533
Donnie Darko,Drama,R,USA,Pandora Cinema,0,10/26/01,2001,113,0,0,8.1,635416,Jake Gyllenhaal,Richard Kelly,4500000,194220,0.04316
Spirited Away,Animation,PG,Japan,Tokuma Shoten,0,3/28/03,2001,125,1,0,8.6,476278,Daveigh Chase,Hayao Miyazaki,19000000,10055859,0.529255737
Lara Croft: Tomb Raider,Action,PG-13,USA,Paramount Pictures,1,6/15/01,2001,100,0,0,5.8,167892,Angelina Jolie,Simon West,115000000,131144183,1.1403842
A Beautiful Mind,Biography,PG-13,USA,Universal Pictures,1,1/4/02,2001,135,1,0,8.2,681379,Russell Crowe,Ron Howard,58000000,170742341,2.943833466
"Monsters, Inc.",Animation,G,USA,Pixar Animation Studios,0,11/2/01,2001,92,0,0,8.1,652440,Billy Crystal,Pete Docter,115000000,289916256,2.521010922
Amélie,Comedy,R,France,Claudie Ossard Productions,0,2/8/02,2001,122,1,0,8.4,586883,Audrey Tautou,Jean-Pierre Jeunet,0,33225499,inf
Training Day,Crime,R,USA,Warner Bros.,1,10/5/01,2001,122,1,0,7.7,328937,Denzel Washington,Antoine Fuqua,45000000,76631907,1.702931267
Legally Blonde,Comedy,PG-13,USA,Metro-Goldwyn-Mayer (MGM),0,7/13/01,2001,96,0,0,6.2,145161,Reese Witherspoon,Robert Luketic,18000000,96520674,5.362259667
Black Hawk Down,Drama,R,USA,Revolution Studios,0,1/18/02,2001,144,1,0,7.7,313611,Josh Hartnett,Ridley Scott,92000000,108638745,1.180855924
The Fast and the Furious,Action,PG-13,USA,Universal Pictures,1,6/22/01,2001,106,0,0,6.7,295769,Vin Diesel,Rob Cohen,38000000,144533925,3.803524342
Shrek,Animation,PG,USA,DreamWorks Animation,0,5/18/01,2001,90,0,0,7.9,506495,Mike Myers,Andrew Adamson,60000000,267665011,4.461083517
Hannibal,Crime,R,USA,Metro-Goldwyn-Mayer (MGM),0,2/9/01,2001,131,1,0,6.8,221016,Anthony Hopkins,Ridley Scott,87000000,165092268,1.897612276
Blow,Biography,R,USA,Apostle,0,4/6/01,2001,124,1,0,7.6,210713,Johnny Depp,Ted Demme,53000000,52990775,0.999825943
